Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
128352,2-Jul-14,17:31:09,1,9,89,47,0,7,28.66437912,-82.71989441,31:18.9,28.66437912,-82.71989441,,,7.9,0.9,,,,15,23,27828,,,,3,4834,,,,27,13748,,,,13,6740,,,,11,18929,,,,19,26477,,,,1,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,4-Jul-14,6:54:02,1,10,95,51,0,6,28.66598129,-82.70871735,54:10.4,28.66598129,-82.70871735,,,5.4,-1.5,,,,15,15,25448,,,,22,22896,,,,18,9316,,,,14,7796,,,,29,22612,,,,24,28109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,4-Jul-14,13:09:26,1,9,96,52,0,3,,,,,,,,,,,,,15,16,24617,,,,31,32244,,,,23,15820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,4-Jul-14,19:28:18,1,9,97,,0,9,28.66440964,-82.7350235,28:26.5,28.66440964,-82.7350235,,1,7.6,-0.5,,,,15,30,3886,,,,8,6030,,,,17,12060,,,,9,19354,,,,11,2380,,,,28,20112,,,,1,5465,,,,7,580,,,,26,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,6-Jul-14,20:20:19,1,9,105,,0,9,28.66115952,-82.72866058,20:28.6,28.66115952,-82.72866058,,1,9.9,0.6,,,,15,30,3889,,,,8,8850,,,,7,19475,,,,4,7029,,,,28,4548,,,,17,28079,,,,1,10012,,,,9,6368,,,,11,5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,7-Jul-14,2:20:52,1,9,106,55,0,7,28.66141701,-82.72889709,21:02.1,28.66141701,-82.72889709,,1,12.1,1.1,,,,15,12,27539,,,,10,10924,,,,25,20022,,,,2,9890,,,,5,15903,,,,26,12898,,,,9,23774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,7-Jul-14,8:25:14,1,10,107,55,0,5,28.66689873,-82.71221161,25:24.1,28.66689873,-82.71221161,,,8.5,0.1,,,,15,21,8960,,,,18,26127,,,,14,16897,,,,12,28960,,,,22,11103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,7-Jul-14,20:27:55,1,10,109,,0,9,28.66174698,-82.73610687,28:04.1,28.66174698,-82.73610687,,1,5.6,-0.9,,,,15,9,31826,,,,7,21700,,,,11,12784,,,,1,2314,,,,17,26308,,,,30,28502,,,,8,25300,,,,4,17417,,,,26,16032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,9-Jul-14,4:02:58,2,9,114,60,0,4,28.66799927,-82.70901489,7/10/14 3:28,28.66726685,-82.71250153,,,0.4,1.2,,,,15,29,4138,,,,15,31160,,,,26,31274,,,,2,12527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,9-Jul-14,10:40:42,1,9,115,62,0,3,,,,,,,,,,,,,15,1,5184,,,,22,17234,,,,14,23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
