DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142708,142708,,Transmission,Mk10,1,16:00:00 25-Jun-2016,00:00:00 26-Jun-2016,,,,3.0,0.00,9.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 26-Jun-2016,08:00:00 26-Jun-2016,,,,3.5,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 28-Jun-2016,08:00:00 28-Jun-2016,,,,3.5,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 28-Jun-2016,16:00:00 28-Jun-2016,,,,3.5,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 01-Jul-2016,08:00:00 01-Jul-2016,,,,3.5,0.00,12.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 01-Jul-2016,16:00:00 01-Jul-2016,,,,3.5,0.00,12.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 02-Jul-2016,16:00:00 02-Jul-2016,,,,3.5,0.00,12.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 03-Jul-2016,00:00:00 04-Jul-2016,,,,3.5,0.00,12.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,00:00:00 08-Jul-2016,08:00:00 08-Jul-2016,,,,3.0,0.00,6.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 08-Jul-2016,16:00:00 08-Jul-2016,,,,3.0,0.00,8.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 08-Jul-2016,00:00:00 09-Jul-2016,,,,3.0,0.00,8.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 11-Jul-2016,00:00:00 12-Jul-2016,,,,3.0,0.00,8.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 12-Jul-2016,08:00:00 12-Jul-2016,,,,3.0,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 12-Jul-2016,16:00:00 12-Jul-2016,,,,3.5,0.00,9.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 12-Jul-2016,00:00:00 13-Jul-2016,,,,3.0,0.00,8.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 13-Jul-2016,08:00:00 13-Jul-2016,,,,3.0,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 13-Jul-2016,16:00:00 13-Jul-2016,,,,3.0,0.00,8.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 14-Jul-2016,16:00:00 14-Jul-2016,,,,3.5,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 17-Jul-2016,00:00:00 18-Jul-2016,,,,3.5,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 25-Jul-2016,16:00:00 25-Jul-2016,,,,3.5,0.00,9.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,08:00:00 27-Jul-2016,16:00:00 27-Jul-2016,,,,3.0,0.00,9.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 27-Jul-2016,00:00:00 28-Jul-2016,,,,3.5,0.00,8.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,08:00:00 28-Jul-2016,16:00:00 28-Jul-2016,,,,3.0,0.00,9.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 30-Jul-2016,16:00:00 30-Jul-2016,,,,3.0,0.00,9.0,0.00,,,,
142708,142708,,Transmission,Mk10,2,16:00:00 30-Jul-2016,00:00:00 31-Jul-2016,,,,3.5,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 31-Jul-2016,16:00:00 31-Jul-2016,,,,3.5,0.00,8.0,0.00,,,,
